WDC_44131+MB_36281+WDC_26079,0.3333333333333333
MB_52659+spy_19908,0.3333333333333333
WDC_252+spy_13556,0.3333333333333333
MB_49690+WDC_37761+WDC_5269,0.3333333333333333
spy_951+MB_36862,0.3333333333333333
WDC_14822+WDC_11427+MB_61596,0.3333333333333333
MB_14093+spy_11726,0.3333333333333333
spy_13550+MB_7327,0.3333333333333333
WDC_33592+MB_41170+WDC_29323,0.3333333333333333
WDC_36232+MB_38152+MB_38151+MB_38155+MB_38149+spy_6212,0.36111111111111116
MB_43856+spy_6944+WDC_337,0.38888888888888884
spy_8501+WDC_20603+MB_66357,0.38888888888888884
MB_64976+spy_18166+WDC_16841,0.38888888888888884
WDC_19669+MB_69285+WDC_6921,0.38888888888888884
WDC_31549+MB_41788,0.4
WDC_16847+MB_3948,0.4
WDC_16657+MB_39262+WDC_38478+WDC_31012,0.4
MB_60319+WDC_2227,0.4
spy_17221+MB_8760+MB_8759+WDC_756+MB_8765,0.4166666666666667
WDC_2350+WDC_25424+WDC_37987+MB_35589+WDC_9859+spy_17421+MB_35590+MB_35593+WDC_23817+WDC_18792+WDC_19672+spy_17429,0.4398148148148148
spy_9776+MB_51250+WDC_14515,0.4444444444444444
WDC_40578+spy_5932+MB_69423,0.4444444444444444
WDC_34318+WDC_15120+MB_60085,0.4444444444444444
WDC_19915+MB_8683+WDC_38470,0.4444444444444444
WDC_16623+MB_7087+WDC_38950,0.4444444444444444
WDC_44956+WDC_22669+MB_19642,0.4444444444444444
WDC_4709+MB_28270+WDC_35545,0.4444444444444444
WDC_28845+MB_50349+spy_19212,0.4444444444444444
MB_61778+spy_6490+WDC_2456,0.4444444444444444
MB_21952+WDC_44181+WDC_34618,0.4444444444444444
MB_19888+WDC_4762+spy_11304,0.4444444444444444
MB_35686+WDC_44199+WDC_13807,0.4444444444444444
WDC_7596+MB_95+WDC_38113,0.4444444444444444
WDC_38923+spy_7087+MB_70207+MB_70206,0.4583333333333333
MB_41887+MB_41885+WDC_39068+spy_5996,0.4583333333333333
MB_3410+WDC_7392+MB_3411+spy_5200,0.4583333333333333
MB_77133+spy_2747+WDC_32487+MB_77139,0.4583333333333333
MB_79414+WDC_20356+WDC_4279,0.4666666666666666
WDC_2066+WDC_15153+MB_58019,0.4666666666666666
WDC_8014+MB_5555+WDC_19157,0.4666666666666666
spy_9491+WDC_20586,0.5
spy_6199+MB_4495,0.5
MB_38986+WDC_18762,0.5
WDC_37221+MB_31703+WDC_4912,0.5
WDC_21704+MB_78536,0.5
MB_26092+spy_15480,0.5
spy_12259+WDC_3322,0.5
spy_16549+MB_43453,0.5
MB_30815+spy_12482,0.5
MB_22225+spy_10259,0.5
WDC_34409+spy_3300+MB_35387,0.5
spy_13098+MB_40477,0.5
MB_27317+WDC_31014+WDC_45002,0.5
WDC_26713+WDC_43620+MB_36770,0.5
WDC_12326+spy_2764,0.5
spy_8384+MB_32065+WDC_34872,0.5
spy_5043+WDC_23810,0.5
MB_66504+spy_12968,0.5
WDC_12532+WDC_27551+MB_27708,0.5
MB_68187+WDC_39450,0.5
WDC_28391+spy_1573,0.5
MB_6013+spy_1351,0.5
MB_43852+spy_6950,0.5
spy_6065+MB_2423,0.5
spy_14498+MB_72035,0.5
WDC_4565+MB_6182,0.5
spy_1349+MB_6017,0.5
spy_11890+MB_19424,0.5
MB_68881+spy_1411,0.5
MB_50900+spy_17250,0.5
MB_28976+spy_1229+MB_28978+WDC_41566,0.5
spy_2117+WDC_33866,0.5
WDC_20544+spy_11306,0.5
spy_735+MB_13475,0.5
WDC_20913+MB_57667+WDC_40554,0.5
WDC_37036+spy_6375,0.5
WDC_3203+MB_37530,0.5
spy_17398+MB_7637,0.5
WDC_26220+MB_48895+spy_16848,0.5
