"AttributeName","Consistency","ValueIDS","RecordIDS","Values","FusedValue","IsCorrect","CorrectValue"
"Title","1.0","Title-{MB_31382+MB_31385+MB_31386+MB_31387+spy_5845}","MB_31382+MB_31385+MB_31386+MB_31387+spy_5845","{Telling All My Secrets|Telling All My Secrets|Telling All My Secrets|Telling All My Secrets|Telling All My Secrets}","Telling All My Secrets",,
"Title","1.0","Title-{MB_57203+WDC_1581}","MB_57203+WDC_1581","{Half Naked|Half Naked}","Half Naked",,
"Title","1.0","Title-{WDC_34597+spy_7256}","WDC_34597+spy_7256","{Kiss Me Kiss Me Kiss Me|Kiss Me, Kiss Me, Kiss Me}","Kiss Me, Kiss Me, Kiss Me",,
"Title","1.0","Title-{MB_21010+spy_6686}","MB_21010+spy_6686","{Otras alas|Otras Alas}","Otras Alas",,
"Title","1.0","Title-{MB_34388+WDC_25957}","MB_34388+WDC_25957","{Goldfinger|Goldfinger}","Goldfinger",,
"Title","1.0","Title-{MB_63077+spy_19433}","MB_63077+spy_19433","{From Dawn to Beyond: The Best of Potret|From Dawn to Beyond: The Best of Potret}","From Dawn to Beyond: The Best of Potret",,
"Title","1.0","Title-{MB_29563+spy_10282}","MB_29563+spy_10282","{Jag fortsätter glömma|Jag fortsätter glömma}","Jag fortsätter glömma",,
"Title","0.0","Title-{MB_52104+spy_2964}","MB_52104+spy_2964","{Best Day of My Life|Best Day Of My Life (Gazzo Remix)}","Best Day Of My Life (Gazzo Remix)",,
"Title","1.0","Title-{MB_17425+WDC_27116+WDC_5109}","MB_17425+WDC_27116+WDC_5109","{The War of Art|The War Of Art|The War Of Art}","The War Of Art",,
"Title","1.0","Title-{MB_19860+WDC_50}","MB_19860+WDC_50","{When Did Your Heart Go Missing?|When Did Your Heart Go Missing?}","When Did Your Heart Go Missing?",,
"Title","1.0","Title-{MB_23778+WDC_42150}","MB_23778+WDC_42150","{Balin|Balin}","Balin",,
"Title","1.0","Title-{MB_24034+WDC_29480}","MB_24034+WDC_29480","{The Crack|The Crack}","The Crack",,
"Title","1.0","Title-{MB_21622+spy_2523}","MB_21622+spy_2523","{The Gifted|The Gifted}","The Gifted",,
"Title","1.0","Title-{MB_8789+WDC_28013}","MB_8789+WDC_28013","{Agua|Agua}","Agua",,
"Title","1.0","Title-{MB_12268+spy_12474}","MB_12268+spy_12474","{Noir 3|Noir 3}","Noir 3",,
"Title","1.0","Title-{MB_2997+MB_3003+spy_19279}","MB_2997+MB_3003+spy_19279","{The Dream|The Dream|The Dream}","The Dream",,
"Title","1.0","Title-{MB_12257+WDC_16111+WDC_26973+WDC_30740+WDC_32385+WDC_43314}","MB_12257+WDC_16111+WDC_26973+WDC_30740+WDC_32385+WDC_43314","{Catch for Us the Foxes|Catch For Us The Foxes|Catch For Us The Foxes|Catch For Us The Foxes|Catch For Us The Foxes|Catch For Us The Foxes}","Catch For Us The Foxes",,
"Title","1.0","Title-{MB_59859+WDC_14222+WDC_36298+WDC_6043}","MB_59859+WDC_14222+WDC_36298+WDC_6043","{Circles Around Me|Circles Around Me|Circles Around Me|Circles Around Me}","Circles Around Me",,
"Title","1.0","Title-{MB_28382+WDC_38738}","MB_28382+WDC_38738","{Ghosts of Love|Ghosts of Love}","Ghosts of Love",,
"Title","1.0","Title-{MB_44200+WDC_20249}","MB_44200+WDC_20249","{Vinyl Cuts|Vinyl Cuts}","Vinyl Cuts",,
"Title","0.8333333333333334","Title-{MB_74462+WDC_11310+WDC_17502+WDC_25292+WDC_2694+WDC_3459}","MB_74462+WDC_11310+WDC_17502+WDC_25292+WDC_2694+WDC_3459","{The Very Best of UB40: 1980–2000|The Very Best Of UB40|The Very Best Of UB40|The Very Best Of UB40|The Very Best Of UB40|The Very Best Of UB40}","The Very Best of UB40: 1980–2000",,
"Title","1.0","Title-{MB_75306+spy_7491}","MB_75306+spy_7491","{The Dutchess|The Dutchess}","The Dutchess",,
"Title","1.0","Title-{MB_24585+WDC_35903}","MB_24585+WDC_35903","{Imperial Bedroom|Imperial Bedroom}","Imperial Bedroom",,
"Title","1.0","Title-{MB_47547+WDC_20923}","MB_47547+WDC_20923","{Alt kan repeteres|Alt Kan Repeteres}","Alt kan repeteres",,
"Title","1.0","Title-{MB_43632+WDC_32445}","MB_43632+WDC_32445","{Something Big|Something Big}","Something Big",,
"Title","1.0","Title-{MB_60657+WDC_27687+WDC_4492}","MB_60657+WDC_27687+WDC_4492","{The Essential Radio Birdman (1974–1978)|The Essential Radio Birdman (1974-1978)|The Essential Radio Birdman (1974-1978)}","The Essential Radio Birdman (1974–1978)",,
"Title","1.0","Title-{MB_6206+spy_16739}","MB_6206+spy_16739","{Naakt onder de hemel|Naakt Onder De Hemel}","Naakt Onder De Hemel",,
"Title","1.0","Title-{MB_70932+MB_70934+spy_3903}","MB_70932+MB_70934+spy_3903","{Confession No.1|Confession No.1|Confession No.1}","Confession No.1",,
"Title","1.0","Title-{MB_43914+WDC_27546+WDC_32278+WDC_5036+WDC_7691}","MB_43914+WDC_27546+WDC_32278+WDC_5036+WDC_7691","{Hail the King|Hail The King|Hail The King|Hail The King|Hail The King}","Hail The King",,
"Title","1.0","Title-{MB_3267+MB_3270+spy_11251}","MB_3267+MB_3270+spy_11251","{Eyes Open|Eyes Open|Eyes Open}","Eyes Open",,
"Title","0.0","Title-{MB_59676+spy_15899}","MB_59676+spy_15899","{Stop the Moment|Stop the Moment (Acoustic) - EP}","Stop the Moment (Acoustic) - EP",,
"Title","1.0","Title-{MB_48683+WDC_28010}","MB_48683+WDC_28010","{Freetown Sound|Freetown Sound}","Freetown Sound",,
"Title","0.6666666666666666","Title-{MB_35057+WDC_42310+WDC_8258}","MB_35057+WDC_42310+WDC_8258","{On the Way Down|On The Way Down (Online Music)|On The Way Down (Online Music)}","On The Way Down (Online Music)",,
"Title","1.0","Title-{MB_41143+WDC_43934}","MB_41143+WDC_43934","{Tuff Selection|Tuff Selection}","Tuff Selection",,
"Title","1.0","Title-{MB_45511+MB_45512+spy_5464}","MB_45511+MB_45512+spy_5464","{El planeta imaginario|El planeta imaginario|El Planeta Imaginario}","El planeta imaginario",,
"Title","1.0","Title-{MB_35971+WDC_31072}","MB_35971+WDC_31072","{The Lilac Time|The Lilac Time}","The Lilac Time",,
"Title","0.6666666666666666","Title-{MB_21863+MB_21864+spy_814}","MB_21863+MB_21864+spy_814","{Temporada de reggaetón 2|Temporada de reggaetón|Temporada de Reggaetón}","Temporada de reggaetón 2",,
"Title","1.0","Title-{MB_64741+WDC_39669}","MB_64741+WDC_39669","{DANCEHALL|DANCEHALL}","DANCEHALL",,
"Title","1.0","Title-{MB_45716+spy_8040}","MB_45716+spy_8040","{Rattle|Rattle}","Rattle",,
"Title","1.0","Title-{MB_60403+WDC_23798}","MB_60403+WDC_23798","{Song #3|Song #3}","Song #3",,
"Title","1.0","Title-{MB_10404+WDC_18270}","MB_10404+WDC_18270","{Cotton Eyed Joe|Cotton Eyed Joe}","Cotton Eyed Joe",,
"Title","1.0","Title-{MB_61865+WDC_20088}","MB_61865+WDC_20088","{Rising|Rising}","Rising",,
"Title","1.0","Title-{MB_1999+WDC_26497+WDC_28503+WDC_36501+WDC_854}","MB_1999+WDC_26497+WDC_28503+WDC_36501+WDC_854","{Who Cares What the Question Is?|Who Cares What The Question Is?|Who Cares What The Question Is?|Who Cares What The Question Is?|Who Cares What The Question Is?}","Who Cares What the Question Is?",,
"Title","1.0","Title-{MB_36605+MB_36606+spy_341}","MB_36605+MB_36606+spy_341","{Ultraviolett|Ultraviolett|Ultraviolett}","Ultraviolett",,
"Title","1.0","Title-{MB_4266+spy_18921}","MB_4266+spy_18921","{Harlemi éjszakák|Harlemi Éjszakák}","Harlemi Éjszakák",,
"Title","1.0","Title-{MB_76493+WDC_36448+WDC_40983}","MB_76493+WDC_36448+WDC_40983","{The Sound of Summer Running|The Sound Of Summer Running|The Sound Of Summer Running}","The Sound of Summer Running",,
"Title","0.8","Title-{MB_75752+WDC_10379+WDC_11031+WDC_33208+WDC_3799}","MB_75752+WDC_10379+WDC_11031+WDC_33208+WDC_3799","{The City Is At War|The City Is At War (International)|The City Is At War (International)|The City Is At War (International)|The City Is At War (International)}","The City Is At War (International)",,
"Title","1.0","Title-{MB_33923+WDC_24027}","MB_33923+WDC_24027","{Enemies Like This|Enemies Like This}","Enemies Like This",,
"Title","1.0","Title-{MB_37328+WDC_16937+WDC_21537+WDC_30119+WDC_30295+WDC_499+WDC_8609}","MB_37328+WDC_16937+WDC_21537+WDC_30119+WDC_30295+WDC_499+WDC_8609","{The Definitive Collection|The Definitive Collection|The Definitive Collection|The Definitive Collection|The Definitive Collection|The Definitive Collection|The Definitive Collection}","The Definitive Collection",,
"Title","0.6666666666666666","Title-{MB_70613+WDC_36670+WDC_37022}","MB_70613+WDC_36670+WDC_37022","{Hacia lo salvaje|Hacia Lo Salvaje (Deluxe Edition)|Hacia Lo Salvaje (Deluxe Edition)}","Hacia Lo Salvaje (Deluxe Edition)",,
"Title","1.0","Title-{MB_10162+spy_13178}","MB_10162+spy_13178","{La bachata|La Bachata}","La Bachata",,
"Title","1.0","Title-{MB_30224+spy_498}","MB_30224+spy_498","{ORCHIdee|ORCHIdee}","ORCHIdee",,
"Title","1.0","Title-{MB_48151+WDC_13315+WDC_23967+WDC_37501+WDC_37718+WDC_39052+WDC_437}","MB_48151+WDC_13315+WDC_23967+WDC_37501+WDC_37718+WDC_39052+WDC_437","{The Show, The After Party, The Hotel|The Show, The After Party, The Hotel|The Show, The After Party, The Hotel|The Show, The After Party, The Hotel|The Show, The After Party, The Hotel|The Show, The After Party, The Hotel|The Show, The After Party, The Hotel}","The Show, The After Party, The Hotel",,
"Title","1.0","Title-{MB_851+WDC_4666}","MB_851+WDC_4666","{Mistura Fina|Mistura Fina}","Mistura Fina",,
"Title","1.0","Title-{MB_35631+MB_35632+spy_4641}","MB_35631+MB_35632+spy_4641","{The Kinection|The Kinection|The Kinection}","The Kinection",,
"Title","1.0","Title-{MB_8059+WDC_41554}","MB_8059+WDC_41554","{New Favorite|New Favorite}","New Favorite",,
"Title","1.0","Title-{MB_12085+WDC_26383}","MB_12085+WDC_26383","{Frei zu sein|Frei zu sein}","Frei zu sein",,
"Title","0.0","Title-{MB_64773+WDC_14975}","MB_64773+WDC_14975","{A State of Trance Radio Top 15: August 2011|A State Of Trance Radio Top 15 - February 2010}","A State Of Trance Radio Top 15 - February 2010",,
"Title","1.0","Title-{MB_5920+MB_5921+spy_4919}","MB_5920+MB_5921+spy_4919","{16|16|16}","16",,
"Title","1.0","Title-{MB_67516+WDC_24592+WDC_39736}","MB_67516+WDC_24592+WDC_39736","{MTV Unplugged|MTV Unplugged|MTV Unplugged}","MTV Unplugged",,
"Title","0.0","Title-{MB_6169+WDC_42571}","MB_6169+WDC_42571","{Una giornata uggiosa|Una giornata Uggiosa Remixed}","Una giornata Uggiosa Remixed",,
"Title","1.0","Title-{MB_39044+WDC_44935+WDC_8557+WDC_9284}","MB_39044+WDC_44935+WDC_8557+WDC_9284","{King of Country Music|King of Country Music|King of Country Music|King of Country Music}","King of Country Music",,
"Title","1.0","Title-{MB_33329+WDC_3345}","MB_33329+WDC_3345","{Treasures From the Temple|Treasures from the Temple}","Treasures From the Temple",,
"Title","1.0","Title-{MB_3864+WDC_16721}","MB_3864+WDC_16721","{Mark Hollis|Mark Hollis}","Mark Hollis",,
"Title","1.0","Title-{MB_31304+WDC_10089}","MB_31304+WDC_10089","{From the Round Box|From The Round Box}","From The Round Box",,
"Title","1.0","Title-{MB_46584+spy_10101}","MB_46584+spy_10101","{Gusto Ko (Pagsundo)|Gusto Ko (Pagsundo)}","Gusto Ko (Pagsundo)",,
"Title","1.0","Title-{MB_66378+WDC_15276}","MB_66378+WDC_15276","{Feel It / Waterfalls|Feel It / Waterfalls}","Feel It / Waterfalls",,
"Title","1.0","Title-{MB_5657+spy_6976}","MB_5657+spy_6976","{Bana Aşk Ver|Bana Aşk Ver}","Bana Aşk Ver",,
"Title","1.0","Title-{MB_8268+MB_8269+MB_8271+MB_8273+spy_10720}","MB_8268+MB_8269+MB_8271+MB_8273+spy_10720","{Bankrupt!|Bankrupt!|Bankrupt!|Bankrupt!|Bankrupt!}","Bankrupt!",,
"Title","1.0","Title-{MB_20406+spy_11095}","MB_20406+spy_11095","{20 Minute Workout|20 Minute Workout}","20 Minute Workout",,
"Title","1.0","Title-{MB_73262+spy_11864}","MB_73262+spy_11864","{Deceiver|Deceiver}","Deceiver",,
"Title","0.6666666666666666","Title-{MB_78857+MB_78862+spy_8925}","MB_78857+MB_78862+spy_8925","{tobi lou and the Loop|tobi lou and the Moon|tobi lou and the Loop}","tobi lou and the Loop",,
"Title","1.0","Title-{MB_17458+spy_9355}","MB_17458+spy_9355","{everything i could never say…|everything i could never say...}","everything i could never say...",,
"Title","1.0","Title-{MB_38677+WDC_13959}","MB_38677+WDC_13959","{First Offense|First Offense}","First Offense",,
"Title","0.0","Title-{MB_57804+WDC_138}","MB_57804+WDC_138","{Bitch Betta Have My Money|Bitch Betta Have My Money (Explicit)}","Bitch Betta Have My Money (Explicit)",,
"Title","1.0","Title-{MB_79240+MB_79243+spy_6954}","MB_79240+MB_79243+spy_6954","{Pretend|Pretend|Pretend}","Pretend",,
"Title","1.0","Title-{MB_8097+WDC_40647}","MB_8097+WDC_40647","{The Platinum Collection|The Platinum Collection}","The Platinum Collection",,
"Title","1.0","Title-{MB_62355+WDC_16888+WDC_19932+WDC_38927+WDC_39245}","MB_62355+WDC_16888+WDC_19932+WDC_38927+WDC_39245","{Wings Greatest|Wings Greatest|Wings Greatest|Wings Greatest|Wings Greatest}","Wings Greatest",,
"Title","0.0","Title-{MB_25315+spy_333}","MB_25315+spy_333","{La calle sonríe|La Calle Sonrie}","La Calle Sonrie",,
"Title","1.0","Title-{MB_48158+WDC_37570+WDC_7398}","MB_48158+WDC_37570+WDC_7398","{This Is Our Art|This Is Our Art|This Is Our Art}","This Is Our Art",,
"Title","1.0","Title-{MB_67968+WDC_44222}","MB_67968+WDC_44222","{Game Changer II|Game Changer II}","Game Changer II",,
"Title","1.0","Title-{MB_17529+spy_16500}","MB_17529+spy_16500","{Guilla de crema|Guilla de Crema}","Guilla de crema",,
"Title","0.0","Title-{MB_5287+WDC_42548}","MB_5287+WDC_42548","{This Is My Story|This Is My Story b/w Blue Light}","This Is My Story b/w Blue Light",,
"Title","0.0","Title-{MB_77868+WDC_36270}","MB_77868+WDC_36270","{Lost In Your Love (Remixes)|Lost In Your Love}","Lost In Your Love (Remixes)",,
"Title","0.6666666666666666","Title-{MB_16541+WDC_10559+WDC_31740}","MB_16541+WDC_10559+WDC_31740","{Saturday Night! The Album|Saturday Night! The Album (Expanded Edition)|Saturday Night! the Album}","Saturday Night! The Album (Expanded Edition)",,
"Title","0.0","Title-{MB_63576+WDC_29950}","MB_63576+WDC_29950","{Last Night All My Dreams Came True (Live at Rak)|Last Night All My Dreams Came True}","Last Night All My Dreams Came True (Live at Rak)",,
"Title","1.0","Title-{MB_15690+WDC_43225}","MB_15690+WDC_43225","{Faith Forever|Faith Forever}","Faith Forever",,
"Title","1.0","Title-{MB_50118+WDC_24727+WDC_42077+WDC_43050}","MB_50118+WDC_24727+WDC_42077+WDC_43050","{Freaks|Freaks|Freaks|Freaks}","Freaks",,
"Title","1.0","Title-{MB_66948+MB_66952+MB_66954+spy_10447}","MB_66948+MB_66952+MB_66954+spy_10447","{Girl Code|Girl Code|Girl Code|Girl Code}","Girl Code",,
"Title","0.0","Title-{MB_29831+WDC_20160}","MB_29831+WDC_20160","{Sorry (I Ran All the Way Home)|Sorry (I Ran All The Way Home) - Best Of}","Sorry (I Ran All The Way Home) - Best Of",,
"Title","1.0","Title-{MB_15801+WDC_2158}","MB_15801+WDC_2158","{Raza odiada|Raza Odiada}","Raza odiada",,
"Title","1.0","Title-{MB_4509+WDC_38875}","MB_4509+WDC_38875","{Shiokaze|Shiokaze}","Shiokaze",,
"Title","0.0","Title-{MB_6293+spy_15677}","MB_6293+spy_15677","{Amsterdam Trap Music|Amsterdam Trap Music, Vol. 3}","Amsterdam Trap Music, Vol. 3",,
"Title","1.0","Title-{MB_66612+WDC_6946}","MB_66612+WDC_6946","{Party Hard|Party Hard}","Party Hard",,
"Title","1.0","Title-{MB_20951+WDC_1817+WDC_19519+WDC_20096+WDC_21754+WDC_32106+WDC_42672+WDC_8569}","MB_20951+WDC_1817+WDC_19519+WDC_20096+WDC_21754+WDC_32106+WDC_42672+WDC_8569","{The Unfinished Violin|The Unfinished Violin|The Unfinished Violin|The Unfinished Violin|The Unfinished Violin|The Unfinished Violin|The Unfinished Violin|The Unfinished Violin}","The Unfinished Violin",,
"Title","1.0","Title-{MB_14399+WDC_7247}","MB_14399+WDC_7247","{Such a Good Feeling|Such A Good Feeling}","Such A Good Feeling",,
"Title","1.0","Title-{MB_27714+WDC_42650}","MB_27714+WDC_42650","{Pisces, Aquarius, Capricorn & Jones Ltd.|Pisces, Aquarius, Capricorn & Jones Ltd}","Pisces, Aquarius, Capricorn & Jones Ltd.",,
"Title","1.0","Title-{MB_52529+spy_16466}","MB_52529+spy_16466","{From the Wild|From the Wild}","From the Wild",,
"Title","1.0","Title-{MB_7522+WDC_17873+WDC_2361+WDC_28219+WDC_6822+WDC_9363}","MB_7522+WDC_17873+WDC_2361+WDC_28219+WDC_6822+WDC_9363","{To the Sea|To The Sea|To The Sea|To The Sea|To The Sea|To The Sea}","To The Sea",,
"Title","1.0","Title-{MB_69468+WDC_375}","MB_69468+WDC_375","{Llora alma mía|Llora alma mía}","Llora alma mía",,
"Title","0.0","Title-{MB_41293+WDC_689}","MB_41293+WDC_689","{The Life Pursuit|The Life Pursuit (Explicit)}","The Life Pursuit (Explicit)",,
"Title","1.0","Title-{MB_15269+WDC_42583}","MB_15269+WDC_42583","{Crash Love|Crash Love}","Crash Love",,
"Title","1.0","Title-{MB_25236+spy_1054}","MB_25236+spy_1054","{Christmas: A Season of Love|Christmas: A Season Of Love}","Christmas: A Season of Love",,
"Title","1.0","Title-{MB_32886+WDC_29175+WDC_36399+WDC_638}","MB_32886+WDC_29175+WDC_36399+WDC_638","{By the Grace of God|By The Grace Of God|By The Grace Of God|By The Grace Of God}","By The Grace Of God",,
"Title","1.0","Title-{MB_15611+WDC_32753}","MB_15611+WDC_32753","{Com'n Back for More|Com'n Back For More}","Com'n Back for More",,
"Title","1.0","Title-{MB_33771+MB_33778+spy_5010}","MB_33771+MB_33778+spy_5010","{Empress|Empress|Empress}","Empress",,
"Title","1.0","Title-{MB_38778+WDC_6299}","MB_38778+WDC_6299","{Sweet Sensation|Sweet Sensation}","Sweet Sensation",,
"Title","1.0","Title-{MB_5425+WDC_39592+WDC_41994}","MB_5425+WDC_39592+WDC_41994","{At Now|At Now|At Now}","At Now",,
"Title","0.0","Title-{MB_62539+WDC_7726}","MB_62539+WDC_7726","{Monday To Monday|Monday to Monday (Explicit)}","Monday to Monday (Explicit)",,
"Title","1.0","Title-{WDC_12936+spy_6368}","WDC_12936+spy_6368","{VIDA|VIDA}","VIDA",,
"Title","1.0","Title-{MB_40837+WDC_15063}","MB_40837+WDC_15063","{In This World|In This World}","In This World",,
"Title","1.0","Title-{MB_14334+WDC_40905}","MB_14334+WDC_40905","{Turn Back the Clock (Unplugged)|Turn Back the Clock (Unplugged)}","Turn Back the Clock (Unplugged)",,
"Title","1.0","Title-{MB_15542+spy_847}","MB_15542+spy_847","{Thug Life|Thug Life}","Thug Life",,
"Title","1.0","Title-{MB_10946+WDC_14009}","MB_10946+WDC_14009","{Good Times|Good Times}","Good Times",,
"Title","1.0","Title-{MB_56608+WDC_27001+WDC_42752}","MB_56608+WDC_27001+WDC_42752","{Magenta|Magenta|Magenta}","Magenta",,
"Title","1.0","Title-{MB_3386+MB_3389+MB_3390+MB_3391+spy_3713}","MB_3386+MB_3389+MB_3390+MB_3391+spy_3713","{FATHER OF 4|FATHER OF 4|FATHER OF 4|Father of 4|FATHER OF 4}","Father of 4",,
"Title","1.0","Title-{MB_75336+WDC_25451+WDC_28764}","MB_75336+WDC_25451+WDC_28764","{Foolin' Around / Tailor Made|Foolin' Around / Tailor Made|Foolin' Around / Tailor Made}","Foolin' Around / Tailor Made",,
"Title","1.0","Title-{MB_54736+spy_9674}","MB_54736+spy_9674","{Notos|Notos}","Notos",,
"Title","1.0","Title-{MB_74317+WDC_28722}","MB_74317+WDC_28722","{This Eclipse|This Eclipse}","This Eclipse",,
"Title","1.0","Title-{MB_926+spy_10666}","MB_926+spy_10666","{A Very Darren Crissmas|A Very Darren Crissmas}","A Very Darren Crissmas",,
"Title","1.0","Title-{MB_3643+spy_11738}","MB_3643+spy_11738","{James Reid|James Reid}","James Reid",,
"Title","1.0","Title-{MB_31574+WDC_17623+WDC_19470+WDC_39950}","MB_31574+WDC_17623+WDC_19470+WDC_39950","{Bush Baby|Bush Baby|Bush Baby|Bush Baby}","Bush Baby",,
"Title","1.0","Title-{MB_29921+WDC_25375+WDC_36047+WDC_5962}","MB_29921+WDC_25375+WDC_36047+WDC_5962","{Die Unendlichkeit|Die Unendlichkeit|Die Unendlichkeit|Die Unendlichkeit}","Die Unendlichkeit",,
"Title","1.0","Title-{MB_57268+WDC_40082}","MB_57268+WDC_40082","{Sunny Lax Presents: 20 Years of Anjunabeats|Sunny Lax Presents: 20 Years Of Anjunabeats}","Sunny Lax Presents: 20 Years Of Anjunabeats",,
"Title","1.0","Title-{MB_7474+WDC_33411}","MB_7474+WDC_33411","{Young as the Morning Old as the Sea|Young as the Morning Old as the Sea}","Young as the Morning Old as the Sea",,
"Title","1.0","Title-{MB_45128+spy_4804}","MB_45128+spy_4804","{Je scrolle|Je scrolle}","Je scrolle",,
"Title","0.6666666666666666","Title-{MB_48781+WDC_25918+WDC_25928}","MB_48781+WDC_25918+WDC_25928","{Haste the Day vs. Haste the Day|Haste The Day Vs. Haste The Day (Live)|Haste The Day Vs. Haste The Day (Live)}","Haste The Day Vs. Haste The Day (Live)",,
"Title","1.0","Title-{MB_9554+spy_5919}","MB_9554+spy_5919","{U+Me (Noodles Remix)|U+Me (Noodles Remix)}","U+Me (Noodles Remix)",,
"Title","1.0","Title-{MB_51986+WDC_12647+WDC_16298+WDC_28955+WDC_44291+WDC_5002}","MB_51986+WDC_12647+WDC_16298+WDC_28955+WDC_44291+WDC_5002","{Bakesale|Bakesale|Bakesale|Bakesale|Bakesale|Bakesale}","Bakesale",,
"Title","1.0","Title-{MB_33543+WDC_45223}","MB_33543+WDC_45223","{Başka Şeyler|Başka Şeyler}","Başka Şeyler",,
"Title","0.0","Title-{MB_10749+spy_9395}","MB_10749+spy_9395","{Till My Heartaches End|Till My Heartaches End (From ""The Significant Other"")}","Till My Heartaches End (From ""The Significant Other"")",,
"Title","0.75","Title-{MB_67476+WDC_10845+WDC_34422+WDC_44803}","MB_67476+WDC_10845+WDC_34422+WDC_44803","{Haiku From Zero Remixes|Haiku From Zero Remixes|Haiku From Zero|Haiku From Zero Remixes}","Haiku From Zero Remixes",,
"Title","1.0","Title-{MB_46929+WDC_18050+WDC_34015}","MB_46929+WDC_18050+WDC_34015","{Kings & Queens|Kings & Queens|Kings & Queens}","Kings & Queens",,
"Title","1.0","Title-{MB_7717+spy_1237}","MB_7717+spy_1237","{A New Day Has Come|A New Day Has Come}","A New Day Has Come",,
